Name;Screen Size;Camera;RAM;Battery;Price
Acer Liquid Z6;5 inch Screen;8MP Camera;1GB RAM;2000mAh ;- 
Coolpad E2;5 inch Screen;8MP Camera;2GB RAM;-;- 
TP-LINK Neffos C5;5 inch Screen;8MP Camera;2GB RAM;2200mAh ;Rs. 5,199 
Lenovo Vibe Z K910L;5.5 inch Screen;13MP Camera;2GB RAM;3000mAh ;Rs. 34,999
ZTE Nubia N1;5.5 inch Screen;13MP Camera;3GB RAM;5000mAh ;Rs. 9,999 
Intex Aqua Craze II;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 5,649 
Zopo Color E;5 inch Screen;8MP Camera;1GB RAM;2100mAh ;Rs. 4,490 
Meizu PRO 5 3GB/32GB;5.7 inch Screen;21MP Camera;3GB RAM;3050mAh ;Rs. 29,999
Wickedleak Wammy Titan 5;5.5 inch Screen;13MP Camera;3GB RAM;4165mAh ;- 
LG X Max;5.5 inch Screen;13MP Camera;1.5GB RAM;2800mAh ;- 
ZTE Blade V580;5.5 inch Screen;13MP Camera;2GB RAM;3000mAh ;- 
QiKU F4;5 inch Screen;13MP Camera;2GB RAM;2500mAh ;- 
LG U;5.2 inch Screen;13MP Camera;2GB RAM;3000mAh ;Rs. 22,999
Intex Aqua Classic 2;5 inch Screen;5MP Camera;1GB RAM;2200mAh ;- 
Sharp Basio 2;5 inch Screen;13MP Camera;2GB RAM;2810mAh ;- 
Huawei Honor 5;5 inch Screen;8MP Camera;2GB RAM;2200mAh ;Rs. 6,000 
ZSTONE Z1;5.5 inch Screen;13MP Camera;3GB RAM;3050mAh ;- 
LG X Skin;5 inch Screen;8MP Camera;1.5GB RAM;2100mAh ;Rs. 13,500
Sharp Aquos 507SH;5 inch Screen;13MP Camera;2GB RAM;3010mAh ;- 
LG X400;5.3 inch Screen;13MP Camera;2GB RAM;2800mAh ;Rs. 18,635
ZTE Blade V8 Lite;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;- 
ZTE Blade V8 Pro;5.5 inch Screen;13MP Camera;3GB RAM;3140mAh ;- 
ZTE Blade V8 (3GB/32GB);5.2 inch Screen;13MP Camera;3GB RAM;2730mAh ;- 
iBall Andi Wink 4G;5 inch Screen;5MP Camera;2GB RAM;2300mAh ;- 
HTC One A9s;5 inch Screen;13MP Camera;2GB RAM;2300mAh ;- 
Micromax Canvas Unite 4 Pro;5 inch Screen;8MP Camera;2GB RAM;3900mAh ;Rs. 7,300 
LG Stylo 3 Plus;5.7 inch Screen;13MP Camera;2GB RAM;3080mAh ;Rs. 14,499
Samsung Galaxy C10 Plus;6.2 inch Screen;13MP Camera;4GB RAM;3250mAh ;- 
Itel Wish A21;4.5 inch Screen;5MP Camera;1GB RAM;2000mAh ;Rs. 5,390 
Itel Wish A41 Plus;5 inch Screen;5MP Camera;2GB RAM;2400mAh ;Rs. 6,590 
LG X Venture;5.2 inch Screen;16MP Camera;2GB RAM;4100mAh ;Rs. 21,999
Samsung Galaxy Feel;4.7 inch Screen;16MP Camera;3GB RAM;3000mAh ;- 
Nubia Z11 Mini;5 inch Screen;16MP Camera;3GB RAM;2800mAh ;- 
Asus Zenfone 4 Pro;5.5 inch Screen;12MP Camera;4GB RAM;-;- 
LG Q6a;5.5 inch Screen;13MP Camera;2GB RAM;3000mAh ;- 
Intex Aqua Ace III;5 inch Screen;8MP Camera;3GB RAM;3000mAh ;- 
Intex Aqua Craze III;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;- 
Nokia 2;5 inch Screen;8MP Camera;2GB RAM;2630mAh ;Rs. 7,999 
Nokia 7;5.5 inch Screen;16MP Camera;4GB RAM;2800mAh ;Rs. 16,999
Intex Aqua Power IV;5 inch Screen;5MP Camera;1GB RAM;4000mAh ;Rs. 5,499 
Infinix Zero 4;5.5 inch Screen;16MP Camera;3GB RAM;3200mAh ;- 
Gionee X1S;5.5 inch Screen;13MP Camera;3GB RAM;-;- 
Sony Xperia XZ1 128GB;5.2 inch Screen;23MP Camera;4GB RAM;-;- 
Huawei Mate 10;6.1 inch Screen;13MP Camera;4GB RAM;4000mAh ;Rs. 64,990
Asus ZenFone 4 (ZE554KL);5.5 inch Screen;12MP Camera;4GB RAM;3300mAh ;- 
Comio P1;5.5 inch Screen;13MP Camera;3GB RAM;5000mAh ;Rs. 9,999 
Asus Zenfone Zoom S (ZE553KL);5.5 inch Screen;12MP Camera;4GB RAM;5000mAh ;Rs. 26,999
Alcatel U5 HD;5 inch Screen;8MP Camera;1GB RAM;2200mAh ;- 
Nuu M3;5.5 inch Screen;8MP Camera;2GB RAM;3200mAh ;- 
Nuu X5;5.5 inch Screen;13MP Camera;3GB RAM;2950mAh ;- 
Nuu Q626;5 inch Screen;8MP Camera;2GB RAM;-;- 
Nuu Q500;5 inch Screen;8MP Camera;2GB RAM;-;- 
Meizu M6 Note;5.5 inch Screen;12MP Camera;3GB RAM;4000mAh ;- 
Jivi Energy E12;4 inch Screen;5MP Camera;1GB RAM;2300mAh ;- 
Jivi Prime 300;5 inch Screen;8MP Camera;1GB RAM;2500mAh ;- 
Cat S41;5 inch Screen;13MP Camera;3GB RAM;5000mAh ;Rs. 32,900
Zopo Z5000;5.5 inch Screen;13MP Camera;4GB RAM;5000mAh ;- 
Zopo P5000;5.9 inch Screen;13MP Camera;4GB RAM;5000mAh ;Rs. 14,990
Alcatel A7 XL;6 inch Screen;12MP Camera;3GB RAM;4000mAh ;- 
Alcatel Idol 5;5.2 inch Screen;13MP Camera;3GB RAM;2800mAh ;- 
Spice V801;5 inch Screen;8MP Camera;3GB RAM;2700mAh ;- 
Asus ZenFone V (V520KL);5.2 inch Screen;23MP Camera;4GB RAM;3000mAh ;- 
Micromax Bharat 3;4.5 inch Screen;5MP Camera;1GB RAM;2000mAh ;- 
Micromax Bharat 4;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;- 
Intex Aqua S1;5 inch Screen;5MP Camera;1GB RAM;2300mAh ;Rs. 3,499 
Intex Cloud C1;4 inch Screen;5MP Camera;1GB RAM;1750mAh ;- 
Vivo X20;6.01 inch Screen;12MP Camera;4GB RAM;3250mAh ;- 
Vivo X20 Plus;6.43 inch Screen;12MP Camera;4GB RAM;3900mAh ;- 
Intex Aqua Lions 2;5 inch Screen;5MP Camera;1GB RAM;2400mAh ;- 
Micromax Selfie 3;5 inch Screen;13MP Camera;3GB RAM;3000mAh ;Rs. 11,999
Gionee M7;6.01 inch Screen;16MP Camera;6GB RAM;4000mAh ;- 
Gionee M7 Power;6.01 inch Screen;13MP Camera;4GB RAM;5000mAh ;- 
Panasonic Eluga I4;5 inch Screen;8MP Camera;2GB RAM;3000mAh ;Rs. 8,290 
Ziox Astra Curve 4G;5 inch Screen;5MP Camera;2GB RAM;2200mAh ;Rs. 7,299 
Zopo Flash X1;5.5 inch Screen;8MP Camera;2GB RAM;2500mAh ;- 
Zopo Flash X2;5.9 inch Screen;8MP Camera;2GB RAM;3380mAh ;Rs. 8,999 
LG K7i;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 8,990 
Lava Z60;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 6,499 
Panasonic P99;5 inch Screen;8MP Camera;2GB RAM;2000mAh ;- 
Videocon Metal Pro 2;5 inch Screen;13MP Camera;2GB RAM;2000mAh ;Rs. 7,500 
Huawei Nova 2i;5.9 inch Screen;16MP Camera;4GB RAM;3340mAh ;Rs. 19,999
Honor Holly 4;5 inch Screen;13MP Camera;3GB RAM;3020mAh ;- 
Lava Z80;5 inch Screen;8MP Camera;3GB RAM;2500mAh ;- 
Lava Z70;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;- 
Asus ZenFone 4 Selfie Lite (ZB520KL);5.5 inch Screen;13MP Camera;2GB RAM;3000mAh ;Rs. 13,456
BlackBerry Motion;5.5 inch Screen;12MP Camera;4GB RAM;4000mAh ;- 
Swipe Elite Pro;5 inch Screen;13MP Camera;3GB RAM;2500mAh ;Rs. 6,999 
OnePlus 5T;6 inch Screen;20MP Camera;6GB RAM;3300mAh ;Rs. 34,999
Samsung Galaxy J2 (2017);4.7 inch Screen;5MP Camera;1GB RAM;2000mAh ;- 
Xolo Era 3X;5 inch Screen;13MP Camera;3GB RAM;3000mAh ;Rs. 7,499 
Xolo Era 2V;5 inch Screen;8MP Camera;2GB RAM;3000mAh ;Rs. 6,499 
Xolo Era 3;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 4,999 
Intex Aqua Lions X1+;5.2 inch Screen;13MP Camera;3GB RAM;2800mAh ;Rs. 8,499 
Intex Aqua Lions X1;5.2 inch Screen;13MP Camera;2GB RAM;2800mAh ;Rs. 7,499 
Oppo F3 Lite;5.2 inch Screen;13MP Camera;3GB RAM;2900mAh ;- 
Karbonn K9 Smart Yuva;4.5 inch Screen;5MP Camera;1GB RAM;2300mAh ;Rs. 3,725 
Nubia Z17S;5.73 inch Screen;23MP Camera;6GB RAM;3100mAh ;- 
Huawei Mate 10 Porsche Design;6 inch Screen;20MP Camera;6GB RAM;4000mAh ;- 
Huawei Mate 10 Pro;6 inch Screen;20MP Camera;4GB RAM;4000mAh ;- 
Huawei Mate 10 Pro (6GB/128GB);6 inch Screen;20MP Camera;4GB RAM;4000mAh ;- 
